label,word,syllable,phon_stress,sidx,sN,syl_pos,syl_open_closed,corpus
e,'ер.мӗш,'ер,1,1,2,initial,closed,zheltov
ø,'ер.мӗш,мӗш,0,2,2,final,closed,zheltov
e,'ерт,'ерт,1,1,1,initial_final,closed,zheltov
e,ер.'тем.ҫӗ,ер,0,1,3,initial,closed,zheltov
e,ер.'тем.ҫӗ,'тем,1,2,3,med,closed,zheltov
ø,ер.'тем.ҫӗ,ҫӗ,0,3,3,final,open,zheltov
e,ер.'тер,ер,0,1,2,initial,closed,zheltov
e,ер.'тер,'тер,1,2,2,final,closed,zheltov
e,ерт.'тер,ерт,0,1,2,initial,closed,zheltov
e,ерт.'тер,'тер,1,2,2,final,closed,zheltov
e,ер.'тӳ.ҫӗ,ер,0,1,3,initial,closed,zheltov
y,ер.'тӳ.ҫӗ,'тӳ,1,2,3,med,open,zheltov
ø,ер.'тӳ.ҫӗ,ҫӗ,0,3,3,final,open,zheltov
e,'ер.чӗн,'ер,1,1,2,initial,closed,zheltov
ø,'ер.чӗн,чӗн,0,2,2,final,closed,zheltov
e,е.са.'ул,е,0,1,3,initial,open,zheltov
a,е.са.'ул,са,0,2,3,med,open,zheltov
u,е.са.'ул,'ул,1,3,3,final,closed,zheltov
e,ет.'кер,ет,0,1,2,initial,closed,zheltov
e,ет.'кер,'кер,1,2,2,final,closed,zheltov
e,ет.'кер.ҫӗ,ет,0,1,3,initial,closed,zheltov
e,ет.'кер.ҫӗ,'кер,1,2,3,med,closed,zheltov
ø,ет.'кер.ҫӗ,ҫӗ,0,3,3,final,open,zheltov
e,ет.'кер.лӗх,ет,0,1,3,initial,closed,zheltov
e,ет.'кер.лӗх,'кер,1,2,3,med,closed,zheltov
ø,ет.'кер.лӗх,лӗх,0,3,3,final,closed,zheltov
e,е.хӗл.'тет,е,0,1,3,initial,open,zheltov
ø,е.хӗл.'тет,хӗл,0,2,3,med,closed,zheltov
e,е.хӗл.'тет,'тет,1,3,3,final,closed,zheltov
e,еч.'че,еч,0,1,2,initial,closed,zheltov
e,еч.'че,'че,1,2,2,final,open,zheltov
e,еч.че.'юс,еч,0,1,3,initial,closed,zheltov
e,еч.че.'юс,че,0,2,3,med,open,zheltov
u,еч.че.'юс,'юс,1,3,3,final,closed,zheltov
e,е.'шен,е,0,1,2,initial,open,zheltov
e,е.'шен,'шен,1,2,2,final,closed,zheltov
e,е.'шер,е,0,1,2,initial,open,zheltov
e,е.'шер,'шер,1,2,2,final,closed,zheltov
e,е.шерк.'ке,е,0,1,3,initial,open,zheltov
e,е.шерк.'ке,шерк,0,2,3,med,closed,zheltov
e,е.шерк.'ке,'ке,1,3,3,final,open,zheltov
e,е.шер.'лен,е,0,1,3,initial,open,zheltov
e,е.шер.'лен,шер,0,2,3,med,closed,zheltov
e,е.шер.'лен,'лен,1,3,3,final,closed,zheltov
e,е.'шер.лӗх,е,0,1,3,initial,open,zheltov
e,е.'шер.лӗх,'шер,1,2,3,med,closed,zheltov
ø,е.'шер.лӗх,лӗх,0,3,3,final,closed,zheltov
e,е.'шерт,е,0,1,2,initial,open,zheltov
e,е.'шерт,'шерт,1,2,2,final,closed,zheltov
e,е.ше.'рӳ,е,0,1,3,initial,open,zheltov
e,е.ше.'рӳ,ше,0,2,3,med,open,zheltov
y,е.ше.'рӳ,'рӳ,1,3,3,final,open,zheltov
e,'е.шӗк,'е,1,1,2,initial,open,zheltov
ø,'е.шӗк,шӗк,0,2,2,final,closed,zheltov
e,'е.шӗл,'е,1,1,2,initial,open,zheltov
ø,'е.шӗл,шӗл,0,2,2,final,closed,zheltov
e,'е.шӗл,'е,1,1,2,initial,open,zheltov
ø,'е.шӗл,шӗл,0,2,2,final,closed,zheltov
e,е.шӗлк.'ке,е,0,1,3,initial,open,zheltov
ø,е.шӗлк.'ке,шӗлк,0,2,3,med,closed,zheltov
e,е.шӗлк.'ке,'ке,1,3,3,final,open,zheltov
e,е.шӗл.'ле,е,0,1,3,initial,open,zheltov
ø,е.шӗл.'ле,шӗл,0,2,3,med,closed,zheltov
e,е.шӗл.'ле,'ле,1,3,3,final,open,zheltov
e,е.шӗл.'лен,е,0,1,3,initial,open,zheltov
ø,е.шӗл.'лен,шӗл,0,2,3,med,closed,zheltov
e,е.шӗл.'лен,'лен,1,3,3,final,closed,zheltov
e,е.шӗл.лен.'тер,е,0,1,4,initial,open,zheltov
ø,е.шӗл.лен.'тер,шӗл,0,2,4,med,closed,zheltov
e,е.шӗл.лен.'тер,лен,0,3,4,med,closed,zheltov
e,е.шӗл.лен.'тер,'тер,1,4,4,final,closed,zheltov
e,е.шӗл.'лет,е,0,1,3,initial,open,zheltov
ø,е.шӗл.'лет,шӗл,0,2,3,med,closed,zheltov
e,е.шӗл.'лет,'лет,1,3,3,final,closed,zheltov
e,е.шӗл.лет.'тер,е,0,1,4,initial,open,zheltov
ø,е.шӗл.лет.'тер,шӗл,0,2,4,med,closed,zheltov
e,е.шӗл.лет.'тер,лет,0,3,4,med,closed,zheltov
e,е.шӗл.лет.'тер,'тер,1,4,4,final,closed,zheltov
e,'е.шӗл.лӗх,'е,1,1,3,initial,open,zheltov
ø,'е.шӗл.лӗх,шӗл,0,2,3,med,closed,zheltov
ø,'е.шӗл.лӗх,лӗх,0,3,3,final,closed,zheltov
e,'е.шӗр.лӗх,'е,1,1,3,initial,open,zheltov
ø,'е.шӗр.лӗх,шӗр,0,2,3,med,closed,zheltov
ø,'е.шӗр.лӗх,лӗх,0,3,3,final,closed,zheltov
e,'еш.лӗ,'еш,1,1,2,initial,closed,zheltov
ø,'еш.лӗ,лӗ,0,2,2,final,open,zheltov
e,еш.'ник,еш,0,1,2,initial,closed,zheltov
i,еш.'ник,'ник,1,2,2,final,closed,zheltov
ø,'ӗҫ,'ӗҫ,1,1,1,initial_final,closed,zheltov
ø,'ӗҫ,'ӗҫ,1,1,1,initial_final,closed,zheltov
ø,ӗҫ.'ҫи,ӗҫ,0,1,2,initial,closed,zheltov
i,ӗҫ.'ҫи,'ҫи,1,2,2,final,open,zheltov
ø,'ӗҫ.йӗр,'ӗҫ,1,1,2,initial,closed,zheltov
ø,'ӗҫ.йӗр,йӗр,0,2,2,final,closed,zheltov
ø,ӗҫ.йӗр.'ке,ӗҫ,0,1,3,initial,closed,zheltov
ø,ӗҫ.йӗр.'ке,йӗр,0,2,3,med,closed,zheltov
e,ӗҫ.йӗр.'ке,'ке,1,3,3,final,open,zheltov
ø,ӗҫ.'пуҫ,ӗҫ,0,1,2,initial,closed,zheltov
u,ӗҫ.'пуҫ,'пуҫ,1,2,2,final,closed,zheltov
ø,'ӗҫ.хӗл,'ӗҫ,1,1,2,initial,closed,zheltov
ø,'ӗҫ.хӗл,хӗл,0,2,2,final,closed,zheltov
ø,ӗҫ.хӗл.'теш,ӗҫ,0,1,3,initial,closed,zheltov
ø,ӗҫ.хӗл.'теш,хӗл,0,2,3,med,closed,zheltov
e,ӗҫ.хӗл.'теш,'теш,1,3,3,final,closed,zheltov
ø,ӗ.ҫӗм.'ҫи.йӗм,ӗ,0,1,4,initial,open,zheltov
ø,ӗ.ҫӗм.'ҫи.йӗм,ҫӗм,0,2,4,med,closed,zheltov
i,ӗ.ҫӗм.'ҫи.йӗм,'ҫи,1,3,4,med,open,zheltov
ø,ӗ.ҫӗм.'ҫи.йӗм,йӗм,0,4,4,final,closed,zheltov
ø,ӗҫ.'кей,ӗҫ,0,1,2,initial,closed,zheltov
e,ӗҫ.'кей,'кей,1,2,2,final,closed,zheltov
ø,'ӗҫ.кӗ,'ӗҫ,1,1,2,initial,closed,zheltov
ø,'ӗҫ.кӗ,кӗ,0,2,2,final,open,zheltov
ø,ӗҫ.кӗ.'ҫи.кӗ,ӗҫ,0,1,4,initial,closed,zheltov
ø,ӗҫ.кӗ.'ҫи.кӗ,кӗ,0,2,4,med,open,zheltov
i,ӗҫ.кӗ.'ҫи.кӗ,'ҫи,1,3,4,med,open,zheltov
ø,ӗҫ.кӗ.'ҫи.кӗ,кӗ,0,4,4,final,open,zheltov
ø,'ӗҫ.кӗҫ,'ӗҫ,1,1,2,initial,closed,zheltov
ø,'ӗҫ.кӗҫ,кӗҫ,0,2,2,final,closed,zheltov
ø,'ӗҫ.кӗ.ҫӗ,'ӗҫ,1,1,3,initial,closed,zheltov
ø,'ӗҫ.кӗ.ҫӗ,кӗ,0,2,3,med,open,zheltov
ø,'ӗҫ.кӗ.ҫӗ,ҫӗ,0,3,3,final,open,zheltov
ø,'ӗҫ.кӗ.лӗх,'ӗҫ,1,1,3,initial,closed,zheltov
ø,'ӗҫ.кӗ.лӗх,кӗ,0,2,3,med,open,zheltov
ø,'ӗҫ.кӗ.лӗх,лӗх,0,3,3,final,closed,zheltov
ø,ӗҫ.кӗл.'ле,ӗҫ,0,1,3,initial,closed,zheltov
ø,ӗҫ.кӗл.'ле,кӗл,0,2,3,med,closed,zheltov
e,ӗҫ.кӗл.'ле,'ле,1,3,3,final,open,zheltov
ø,'ӗҫ.кӗл.лӗ,'ӗҫ,1,1,3,initial,closed,zheltov
ø,'ӗҫ.кӗл.лӗ,кӗл,0,2,3,med,closed,zheltov
ø,'ӗҫ.кӗл.лӗ,лӗ,0,3,3,final,open,zheltov
ø,ӗҫ.кӗл.лӗ.'ҫи.кӗл.лӗ,ӗҫ,0,1,6,initial,closed,zheltov
ø,ӗҫ.кӗл.лӗ.'ҫи.кӗл.лӗ,кӗл,0,2,6,med,closed,zheltov
ø,ӗҫ.кӗл.лӗ.'ҫи.кӗл.лӗ,лӗ,0,3,6,med,open,zheltov
i,ӗҫ.кӗл.лӗ.'ҫи.кӗл.лӗ,'ҫи,1,4,6,med,open,zheltov
ø,ӗҫ.кӗл.лӗ.'ҫи.кӗл.лӗ,кӗл,0,5,6,med,closed,zheltov
ø,ӗҫ.кӗл.лӗ.'ҫи.кӗл.лӗ,лӗ,0,6,6,final,open,zheltov
ø,ӗҫ.'ле,ӗҫ,0,1,2,initial,closed,zheltov
e,ӗҫ.'ле,'ле,1,2,2,final,open,zheltov
ø,ӗҫ.'лев,ӗҫ,0,1,2,initial,closed,zheltov
e,ӗҫ.'лев,'лев,1,2,2,final,closed,zheltov
ø,ӗҫ.'лев.ҫӗ,ӗҫ,0,1,3,initial,closed,zheltov
e,ӗҫ.'лев.ҫӗ,'лев,1,2,3,med,closed,zheltov
ø,ӗҫ.'лев.ҫӗ,ҫӗ,0,3,3,final,open,zheltov
ø,ӗҫ.'лев.лӗх,ӗҫ,0,1,3,initial,closed,zheltov
e,ӗҫ.'лев.лӗх,'лев,1,2,3,med,closed,zheltov
ø,ӗҫ.'лев.лӗх,лӗх,0,3,3,final,closed,zheltov
ø,ӗҫ.'лев.сӗр.лӗх,ӗҫ,0,1,4,initial,closed,zheltov
e,ӗҫ.'лев.сӗр.лӗх,'лев,1,2,4,med,closed,zheltov
ø,ӗҫ.'лев.сӗр.лӗх,сӗр,0,3,4,med,closed,zheltov
ø,ӗҫ.'лев.сӗр.лӗх,лӗх,0,4,4,final,closed,zheltov
ø,ӗҫ.лей.'мен.лӗх,ӗҫ,0,1,4,initial,closed,zheltov
e,ӗҫ.лей.'мен.лӗх,лей,0,2,4,med,closed,zheltov
e,ӗҫ.лей.'мен.лӗх,'мен,1,3,4,med,closed,zheltov
ø,ӗҫ.лей.'мен.лӗх,лӗх,0,4,4,final,closed,zheltov
ø,ӗҫ.ле.'ме,ӗҫ,0,1,3,initial,closed,zheltov
e,ӗҫ.ле.'ме,ле,0,2,3,med,open,zheltov
e,ӗҫ.ле.'ме,'ме,1,3,3,final,open,zheltov
ø,ӗҫ.'лес.лӗх,ӗҫ,0,1,3,initial,closed,zheltov
e,ӗҫ.'лес.лӗх,'лес,1,2,3,med,closed,zheltov
ø,ӗҫ.'лес.лӗх,лӗх,0,3,3,final,closed,zheltov
ø,ӗҫ.лет.'тер,ӗҫ,0,1,3,initial,closed,zheltov
e,ӗҫ.лет.'тер,лет,0,2,3,med,closed,zheltov
e,ӗҫ.лет.'тер,'тер,1,3,3,final,closed,zheltov
ø,'ӗҫ.лӗ,'ӗҫ,1,1,2,initial,closed,zheltov
ø,'ӗҫ.лӗ,лӗ,0,2,2,final,open,zheltov
ø,'ӗҫ.лӗн,'ӗҫ,1,1,2,initial,closed,zheltov
ø,'ӗҫ.лӗн,лӗн,0,2,2,final,closed,zheltov
ø,'ӗҫ.лӗх,'ӗҫ,1,1,2,initial,closed,zheltov
ø,'ӗҫ.лӗх,лӗх,0,2,2,final,closed,zheltov
ø,'ӗҫ.лӗх.лӗ,'ӗҫ,1,1,3,initial,closed,zheltov
ø,'ӗҫ.лӗх.лӗ,лӗх,0,2,3,med,closed,zheltov
ø,'ӗҫ.лӗх.лӗ,лӗ,0,3,3,final,open,zheltov
ø,'ӗҫ.лӗх.лӗн,'ӗҫ,1,1,3,initial,closed,zheltov
ø,'ӗҫ.лӗх.лӗн,лӗх,0,2,3,med,closed,zheltov
ø,'ӗҫ.лӗх.лӗн,лӗн,0,3,3,final,closed,zheltov
ø,'ӗҫ.лӗх.сӗр,'ӗҫ,1,1,3,initial,closed,zheltov
ø,'ӗҫ.лӗх.сӗр,лӗх,0,2,3,med,closed,zheltov
ø,'ӗҫ.лӗх.сӗр,сӗр,0,3,3,final,closed,zheltov
ø,ӗҫ.'ме,ӗҫ,0,1,2,initial,closed,zheltov
e,ӗҫ.'ме,'ме,1,2,2,final,open,zheltov
ø,ӗҫ.ме.ҫи.'ме,ӗҫ,0,1,4,initial,closed,zheltov
e,ӗҫ.ме.ҫи.'ме,ме,0,2,4,med,open,zheltov
i,ӗҫ.ме.ҫи.'ме,ҫи,0,3,4,med,open,zheltov
e,ӗҫ.ме.ҫи.'ме,'ме,1,4,4,final,open,zheltov
ø,ӗҫ.мел.'ли,ӗҫ,0,1,3,initial,closed,zheltov
e,ӗҫ.мел.'ли,мел,0,2,3,med,closed,zheltov
i,ӗҫ.мел.'ли,'ли,1,3,3,final,open,zheltov
ø,'ӗҫ.сӗр,'ӗҫ,1,1,2,initial,closed,zheltov
ø,'ӗҫ.сӗр,сӗр,0,2,2,final,closed,zheltov
ø,ӗҫ.сӗр.'лен,ӗҫ,0,1,3,initial,closed,zheltov
ø,ӗҫ.сӗр.'лен,сӗр,0,2,3,med,closed,zheltov
e,ӗҫ.сӗр.'лен,'лен,1,3,3,final,closed,zheltov
ø,'ӗҫ.сӗр.лӗх,'ӗҫ,1,1,3,initial,closed,zheltov
ø,'ӗҫ.сӗр.лӗх,сӗр,0,2,3,med,closed,zheltov
ø,'ӗҫ.сӗр.лӗх,лӗх,0,3,3,final,closed,zheltov
ø,ӗҫ.'тер,ӗҫ,0,1,2,initial,closed,zheltov
e,ӗҫ.'тер,'тер,1,2,2,final,closed,zheltov
ø,ӗҫ.'тер.кӗч,ӗҫ,0,1,3,initial,closed,zheltov
e,ӗҫ.'тер.кӗч,'тер,1,2,3,med,closed,zheltov
ø,ӗҫ.'тер.кӗч,кӗч,0,3,3,final,closed,zheltov
ø,ӗҫ.'теш,ӗҫ,0,1,2,initial,closed,zheltov
e,ӗҫ.'теш,'теш,1,2,2,final,closed,zheltov
ø,ӗҫ.'теш.лӗх,ӗҫ,0,1,3,initial,closed,zheltov
e,ӗҫ.'теш.лӗх,'теш,1,2,3,med,closed,zheltov
ø,ӗҫ.'теш.лӗх,лӗх,0,3,3,final,closed,zheltov
ø,ӗ.ҫӳ.ҫи.'йӳ,ӗ,0,1,4,initial,open,zheltov
y,ӗ.ҫӳ.ҫи.'йӳ,ҫӳ,0,2,4,med,open,zheltov
i,ӗ.ҫӳ.ҫи.'йӳ,ҫи,0,3,4,med,open,zheltov
y,ӗ.ҫӳ.ҫи.'йӳ,'йӳ,1,4,4,final,open,zheltov
ø,ӗҫ.'чен,ӗҫ,0,1,2,initial,closed,zheltov
e,ӗҫ.'чен,'чен,1,2,2,final,closed,zheltov
ø,ӗҫ.'чен.ҫӗ,ӗҫ,0,1,3,initial,closed,zheltov
e,ӗҫ.'чен.ҫӗ,'чен,1,2,3,med,closed,zheltov
ø,ӗҫ.'чен.ҫӗ,ҫӗ,0,3,3,final,open,zheltov
ø,ӗҫ.'чен.лӗх,ӗҫ,0,1,3,initial,closed,zheltov
e,ӗҫ.'чен.лӗх,'чен,1,2,3,med,closed,zheltov
ø,ӗҫ.'чен.лӗх,лӗх,0,3,3,final,closed,zheltov
ø,'ӗк,'ӗк,1,1,1,initial_final,closed,zheltov
ø,ӗк.'мек,ӗк,0,1,2,initial,closed,zheltov
e,ӗк.'мек,'мек,1,2,2,final,closed,zheltov
ø,'ӗ.кӗр,'ӗ,1,1,2,initial,open,zheltov
ø,'ӗ.кӗр,кӗр,0,2,2,final,closed,zheltov
ø,ӗк.кӗ.'тек.кӗ,ӗк,0,1,4,initial,closed,zheltov
ø,ӗк.кӗ.'тек.кӗ,кӗ,0,2,4,med,open,zheltov
e,ӗк.кӗ.'тек.кӗ,'тек,1,3,4,med,closed,zheltov
ø,ӗк.кӗ.'тек.кӗ,кӗ,0,4,4,final,open,zheltov
ø,ӗ.'лех,ӗ,0,1,2,initial,open,zheltov
e,ӗ.'лех,'лех,1,2,2,final,closed,zheltov
ø,'ӗ.лӗк,'ӗ,1,1,2,initial,open,zheltov
ø,'ӗ.лӗк,лӗк,0,2,2,final,closed,zheltov
ø,ӗ.лӗк.а.'вал,ӗ,0,1,4,initial,open,zheltov
ø,ӗ.лӗк.а.'вал,лӗк,0,2,4,med,closed,zheltov
a,ӗ.лӗк.а.'вал,а,0,3,4,med,open,zheltov
a,ӗ.лӗк.а.'вал,'вал,1,4,4,final,closed,zheltov
ø,ӗ.лӗк.'хи,ӗ,0,1,3,initial,open,zheltov
ø,ӗ.лӗк.'хи,лӗк,0,2,3,med,closed,zheltov
i,ӗ.лӗк.'хи,'хи,1,3,3,final,open,zheltov
ø,'ӗ.лӗш,'ӗ,1,1,2,initial,open,zheltov
ø,'ӗ.лӗш,лӗш,0,2,2,final,closed,zheltov
ø,'ӗ.лӗш.лӗ,'ӗ,1,1,3,initial,open,zheltov
ø,'ӗ.лӗш.лӗ,лӗш,0,2,3,med,closed,zheltov
ø,'ӗ.лӗш.лӗ,лӗ,0,3,3,final,open,zheltov
ø,ӗл.'ке,ӗл,0,1,2,initial,closed,zheltov
e,ӗл.'ке,'ке,1,2,2,final,open,zheltov
ø,'ӗл.кӗр,'ӗл,1,1,2,initial,closed,zheltov
ø,'ӗл.кӗр,кӗр,0,2,2,final,closed,zheltov
ø,'ӗл.кӗрт,'ӗл,1,1,2,initial,closed,zheltov
ø,'ӗл.кӗрт,кӗрт,0,2,2,final,closed,zheltov
ø,ӗлк.'кен,ӗлк,0,1,2,initial,closed,zheltov
e,ӗлк.'кен,'кен,1,2,2,final,closed,zheltov
ø,ӗлк.кен.'лен,ӗлк,0,1,3,initial,closed,zheltov
e,ӗлк.кен.'лен,кен,0,2,3,med,closed,zheltov
e,ӗлк.кен.'лен,'лен,1,3,3,final,closed,zheltov
ø,ӗлк.кен.лен.'тер,ӗлк,0,1,4,initial,closed,zheltov
e,ӗлк.кен.лен.'тер,кен,0,2,4,med,closed,zheltov
e,ӗлк.кен.лен.'тер,лен,0,3,4,med,closed,zheltov
e,ӗлк.кен.лен.'тер,'тер,1,4,4,final,closed,zheltov
ø,ӗлк.кен.'лет,ӗлк,0,1,3,initial,closed,zheltov
e,ӗлк.кен.'лет,кен,0,2,3,med,closed,zheltov
e,ӗлк.кен.'лет,'лет,1,3,3,final,closed,zheltov
ø,ӗлк.'кен.лӗх,ӗлк,0,1,3,initial,closed,zheltov
e,ӗлк.'кен.лӗх,'кен,1,2,3,med,closed,zheltov
ø,ӗлк.'кен.лӗх,лӗх,0,3,3,final,closed,zheltov
ø,'ӗм,'ӗм,1,1,1,initial_final,closed,zheltov
ø,'ӗ.мӗл,'ӗ,1,1,2,initial,open,zheltov
ø,'ӗ.мӗл,мӗл,0,2,2,final,closed,zheltov
ø,ӗ.мӗл.'ке,ӗ,0,1,3,initial,open,zheltov
ø,ӗ.мӗл.'ке,мӗл,0,2,3,med,closed,zheltov
e,ӗ.мӗл.'ке,'ке,1,3,3,final,open,zheltov
ø,'ӗ.мӗр,'ӗ,1,1,2,initial,open,zheltov
ø,'ӗ.мӗр,мӗр,0,2,2,final,closed,zheltov
ø,'ӗ.мӗр.ӗ.мӗр,'ӗ,1,1,4,initial,open,zheltov
ø,'ӗ.мӗр.ӗ.мӗр,мӗр,0,2,4,med,closed,zheltov
ø,'ӗ.мӗр.ӗ.мӗр,ӗ,0,3,4,med,open,zheltov
ø,'ӗ.мӗр.ӗ.мӗр,мӗр,0,4,4,final,closed,zheltov
ø,ӗ.мӗр.ӗ.мӗр.'хи,ӗ,0,1,5,initial,open,zheltov
ø,ӗ.мӗр.ӗ.мӗр.'хи,мӗр,0,2,5,med,closed,zheltov
ø,ӗ.мӗр.ӗ.мӗр.'хи,ӗ,0,3,5,med,open,zheltov
ø,ӗ.мӗр.ӗ.мӗр.'хи,мӗр,0,4,5,med,closed,zheltov
i,ӗ.мӗр.ӗ.мӗр.'хи,'хи,1,5,5,final,open,zheltov
ø,ӗ.мӗр.'ле,ӗ,0,1,3,initial,open,zheltov
ø,ӗ.мӗр.'ле,мӗр,0,2,3,med,closed,zheltov
e,ӗ.мӗр.'ле,'ле,1,3,3,final,open,zheltov
ø,'ӗ.мӗр.лӗ,'ӗ,1,1,3,initial,open,zheltov
ø,'ӗ.мӗр.лӗ,мӗр,0,2,3,med,closed,zheltov
ø,'ӗ.мӗр.лӗ,лӗ,0,3,3,final,open,zheltov
ø,'ӗ.мӗр.лӗх,'ӗ,1,1,3,initial,open,zheltov
ø,'ӗ.мӗр.лӗх,мӗр,0,2,3,med,closed,zheltov
ø,'ӗ.мӗр.лӗх,лӗх,0,3,3,final,closed,zheltov
ø,'ӗ.мӗрт,'ӗ,1,1,2,initial,open,zheltov
ø,'ӗ.мӗрт,мӗрт,0,2,2,final,closed,zheltov
ø,ӗ.мӗр.тен.'хи,ӗ,0,1,4,initial,open,zheltov
ø,ӗ.мӗр.тен.'хи,мӗр,0,2,4,med,closed,zheltov
e,ӗ.мӗр.тен.'хи,тен,0,3,4,med,closed,zheltov
i,ӗ.мӗр.тен.'хи,'хи,1,4,4,final,open,zheltov
ø,ӗ.мӗрт.'тер,ӗ,0,1,3,initial,open,zheltov
ø,ӗ.мӗрт.'тер,мӗрт,0,2,3,med,closed,zheltov
e,ӗ.мӗрт.'тер,'тер,1,3,3,final,closed,zheltov
ø,ӗ.мӗр.'хи,ӗ,0,1,3,initial,open,zheltov
ø,ӗ.мӗр.'хи,мӗр,0,2,3,med,closed,zheltov
i,ӗ.мӗр.'хи,'хи,1,3,3,final,open,zheltov
ø,'ӗ.мӗт,'ӗ,1,1,2,initial,open,zheltov
ø,'ӗ.мӗт,мӗт,0,2,2,final,closed,zheltov
ø,ӗ.мӗт.'шу.хӑш,ӗ,0,1,4,initial,open,zheltov
ø,ӗ.мӗт.'шу.хӑш,мӗт,0,2,4,med,closed,zheltov
u,ӗ.мӗт.'шу.хӑш,'шу,1,3,4,med,open,zheltov
ɵ,ӗ.мӗт.'шу.хӑш,хӑш,0,4,4,final,closed,zheltov
ø,'ӗ.мӗт.ҫӗ,'ӗ,1,1,3,initial,open,zheltov
ø,'ӗ.мӗт.ҫӗ,мӗт,0,2,3,med,closed,zheltov
ø,'ӗ.мӗт.ҫӗ,ҫӗ,0,3,3,final,open,zheltov
ø,ӗ.мӗт.'лен,ӗ,0,1,3,initial,open,zheltov
ø,ӗ.мӗт.'лен,мӗт,0,2,3,med,closed,zheltov
e,ӗ.мӗт.'лен,'лен,1,3,3,final,closed,zheltov
ø,ӗ.мӗт.лен.'тер,ӗ,0,1,4,initial,open,zheltov
ø,ӗ.мӗт.лен.'тер,мӗт,0,2,4,med,closed,zheltov
e,ӗ.мӗт.лен.'тер,лен,0,3,4,med,closed,zheltov
e,ӗ.мӗт.лен.'тер,'тер,1,4,4,final,closed,zheltov
ø,ӗ.мӗт.ле.'нӳ,ӗ,0,1,4,initial,open,zheltov
ø,ӗ.мӗт.ле.'нӳ,мӗт,0,2,4,med,closed,zheltov
e,ӗ.мӗт.ле.'нӳ,ле,0,3,4,med,open,zheltov
y,ӗ.мӗт.ле.'нӳ,'нӳ,1,4,4,final,open,zheltov
ø,ӗ.мӗт.ле.'нӳл.лӗ,ӗ,0,1,5,initial,open,zheltov
ø,ӗ.мӗт.ле.'нӳл.лӗ,мӗт,0,2,5,med,closed,zheltov
e,ӗ.мӗт.ле.'нӳл.лӗ,ле,0,3,5,med,open,zheltov
y,ӗ.мӗт.ле.'нӳл.лӗ,'нӳл,1,4,5,med,closed,zheltov
ø,ӗ.мӗт.ле.'нӳл.лӗ,лӗ,0,5,5,final,open,zheltov
ø,'ӗ.мӗт.лӗ,'ӗ,1,1,3,initial,open,zheltov
ø,'ӗ.мӗт.лӗ,мӗт,0,2,3,med,closed,zheltov
ø,'ӗ.мӗт.лӗ,лӗ,0,3,3,final,open,zheltov
ø,'ӗ.мӗт.лӗн,'ӗ,1,1,3,initial,open,zheltov
ø,'ӗ.мӗт.лӗн,мӗт,0,2,3,med,closed,zheltov
ø,'ӗ.мӗт.лӗн,лӗн,0,3,3,final,closed,zheltov
ø,'ӗ.мӗт.сӗр,'ӗ,1,1,3,initial,open,zheltov
ø,'ӗ.мӗт.сӗр,мӗт,0,2,3,med,closed,zheltov
ø,'ӗ.мӗт.сӗр,сӗр,0,3,3,final,closed,zheltov
ø,ӗ.мӗт.сӗр.'кеш,ӗ,0,1,4,initial,open,zheltov
ø,ӗ.мӗт.сӗр.'кеш,мӗт,0,2,4,med,closed,zheltov
ø,ӗ.мӗт.сӗр.'кеш,сӗр,0,3,4,med,closed,zheltov
e,ӗ.мӗт.сӗр.'кеш,'кеш,1,4,4,final,closed,zheltov
ø,ӗ.мӗт.сӗр.'ле,ӗ,0,1,4,initial,open,zheltov
ø,ӗ.мӗт.сӗр.'ле,мӗт,0,2,4,med,closed,zheltov
ø,ӗ.мӗт.сӗр.'ле,сӗр,0,3,4,med,closed,zheltov
e,ӗ.мӗт.сӗр.'ле,'ле,1,4,4,final,open,zheltov
ø,ӗ.мӗт.сӗр.'лен,ӗ,0,1,4,initial,open,zheltov
ø,ӗ.мӗт.сӗр.'лен,мӗт,0,2,4,med,closed,zheltov
ø,ӗ.мӗт.сӗр.'лен,сӗр,0,3,4,med,closed,zheltov
e,ӗ.мӗт.сӗр.'лен,'лен,1,4,4,final,closed,zheltov
ø,'ӗ.мӗт.сӗр.лӗх,'ӗ,1,1,4,initial,open,zheltov
ø,'ӗ.мӗт.сӗр.лӗх,мӗт,0,2,4,med,closed,zheltov
ø,'ӗ.мӗт.сӗр.лӗх,сӗр,0,3,4,med,closed,zheltov
ø,'ӗ.мӗт.сӗр.лӗх,лӗх,0,4,4,final,closed,zheltov
ø,ӗ.мӗш.'ле,ӗ,0,1,3,initial,open,zheltov
ø,ӗ.мӗш.'ле,мӗш,0,2,3,med,closed,zheltov
e,ӗ.мӗш.'ле,'ле,1,3,3,final,open,zheltov
ø,'ӗм.кӗч,'ӗм,1,1,2,initial,closed,zheltov
ø,'ӗм.кӗч,кӗч,0,2,2,final,closed,zheltov
ø,ӗм.пич.'че,ӗм,0,1,3,initial,closed,zheltov
i,ӗм.пич.'че,пич,0,2,3,med,closed,zheltov
e,ӗм.пич.'че,'че,1,3,3,final,open,zheltov
ø,ӗм.'пӳ,ӗм,0,1,2,initial,closed,zheltov
y,ӗм.'пӳ,'пӳ,1,2,2,final,open,zheltov
ø,ӗм.'пӳ.лӗх,ӗм,0,1,3,initial,closed,zheltov
